,t,y,x
131,131.83606,0.6509433962264151,2.5033557046979866
132,132.83536,0.6509433962264151,2.5167785234899327
133,133.83519,0.6509433962264151,2.530201342281879
134,134.83522,0.6509433962264151,2.5369127516778525
135,135.8361,0.6415094339622641,2.5436241610738257
136,136.83637,0.6509433962264151,2.557046979865772
137,137.83661,0.6509433962264151,2.563758389261745
138,138.83636,0.6415094339622641,2.577181208053691
139,139.83599,0.6415094339622641,2.5838926174496644
140,140.83619,0.6415094339622641,2.597315436241611
141,141.8361,0.6320754716981132,2.610738255033557
142,142.83633,0.6320754716981132,2.61744966442953
143,143.83567,0.6320754716981132,2.6308724832214767
144,144.83626,0.6320754716981132,2.651006711409396
145,145.83606,0.6415094339622641,2.651006711409396
146,146.83689,0.6415094339622641,2.6711409395973154
147,147.83614,0.6415094339622641,2.6711409395973154
148,148.83642,0.6415094339622641,2.6778523489932886
149,149.83641,0.6415094339622641,2.6912751677852347
150,150.83612,0.6509433962264151,2.7181208053691277
151,151.83621,0.6509433962264151,2.738255033557047
152,152.83627,0.6509433962264151,2.7449664429530203
153,153.83669,0.6509433962264151,2.7449664429530203
